Student_ID,Enrollment_Date,Region,City,Course_Name,Learning_Mode,Fees_Paid,Attendance_Percent,Course_Status,Placement_Status
1019469,2021-08-25,Central,Mumbai,nan,Online,111265.38,49,Completed,Not Placed
1019470,2022-07-07,West,Mumbai,AI/ML,Hybrid,17209.46,71,Dropped,nan
1019471,2022-06-22,West,Bengaluru,AI/ML,Online,97947.03,77,Dropped,nan
1019472,2022-06-05,West,Bengaluru,Data Science,Offline,72039.98,93,Ongoing,Not Placed
1019473,2023-06-04,South,Delhi,AI/ML,Online,83795.81,67,Ongoing,Not Placed
1019474,2023-06-01,Central,Ahmedabad,Data Science,Hybrid,114165.16,82,Completed,Placed
1019475,2021-09-01,nan,nan,Python,Online,205444.28,80,Ongoing,Not Placed
1019476,2023-03-19,West,nan,Data Science,Online,69205.36,61,nan,nan
1019477,2022-01-22,Central,Bengaluru,Python,Online,180197.75,82,nan,nan
1019478,2022-08-07,nan,Pune,AI/ML,Hybrid,155913.04,80,Ongoing,Placed
1019479,2022-08-23,nan,Delhi,nan,Offline,201043.04,90,Ongoing,nan
1019480,2021-12-18,nan,Ahmedabad,Data Science,Online,20131.8,82,Ongoing,Placed
1019481,2022-11-29,nan,Mumbai,AI/ML,Online,110737.79,49,Ongoing,Not Eligible
1019482,2020-06-03,nan,Chennai,Python,Online,37958.9,62,Dropped,Placed
1019483,2023-06-07,West,Ahmedabad,nan,Hybrid,221896.01,60,nan,Not Placed
1019484,2023-04-01,Central,Hyderabad,Cyber Security,Hybrid,122841.09,63,Ongoing,Placed
1019485,2021-02-17,East,Pune,Python,Offline,248674.46,81,Completed,Not Placed
1019486,2023-07-09,South,Hyderabad,Data Science,Hybrid,97661.04,53,nan,Placed
1019487,2020-11-19,Central,Bengaluru,Python,Online,140283.56,100,Completed,Not Placed
1019488,2023-03-18,nan,Hyderabad,nan,Online,73049.54,49,Ongoing,Placed
1019489,2021-11-26,South,Mumbai,nan,Online,189838.88,94,Completed,Not Placed
1019490,2020-11-08,East,nan,AI/ML,Online,144937.98,91,nan,Not Placed
1019491,2020-08-30,Central,Chennai,Web Development,Online,189842.31,78,Ongoing,Placed
1019492,2021-11-01,Central,Delhi,AI/ML,Online,69445.53,77,Ongoing,Placed
1019493,2023-02-12,South,Chennai,AI/ML,Offline,127642.22,94,Ongoing,Not Placed
1019494,2022-03-30,North,Pune,Python,Hybrid,227432.11,79,Dropped,Placed
1019495,2022-08-26,West,Delhi,Cyber Security,Hybrid,10905.77,59,Ongoing,Placed
1019496,2020-11-03,East,Hyderabad,Cyber Security,Online,15431.49,73,Completed,Not Placed
1019497,2021-03-07,South,nan,Cloud Computing,Hybrid,47797.64,42,Ongoing,Not Placed
1019498,2021-05-25,nan,Ahmedabad,nan,Offline,50664.31,43,Completed,Not Placed
1019499,2021-11-28,East,nan,Web Development,Offline,197303.13,74,Ongoing,Not Placed
1019500,2022-08-02,nan,nan,Web Development,Offline,217435.21,50,Ongoing,Placed
1019501,2021-09-02,South,Pune,AI/ML,Online,93598.53,79,nan,Not Placed
1019502,2020-11-25,Central,Pune,Cyber Security,Hybrid,88061.57,70,nan,nan
1019503,2020-06-17,Central,Pune,Cyber Security,Offline,123111.34,77,Ongoing,Not Placed
1019504,2023-05-07,Central,Chennai,Cloud Computing,Online,171096.82,78,Dropped,Placed
1019505,2022-11-11,nan,Mumbai,Data Science,Online,149750.94,94,Completed,Not Eligible
1019506,2023-04-19,North,Hyderabad,nan,Hybrid,117761.31,87,Completed,Not Eligible
1019507,2021-05-23,East,Kolkata,Data Science,Online,68759.71,70,Ongoing,Placed
1019508,2023-01-04,Central,Hyderabad,Data Science,Offline,13034.63,52,Completed,Not Placed
1019509,2021-11-01,South,Mumbai,Cyber Security,Online,76802.43,56,Dropped,Placed
1019510,2022-04-13,nan,Mumbai,Data Science,Offline,170794.04,54,Dropped,Not Placed
1019511,2021-07-06,Central,Mumbai,Cyber Security,Offline,153952.87,51,Completed,nan
1019512,2023-02-03,West,Mumbai,Python,Online,231343.79,88,Completed,Placed
1019513,2020-06-14,North,Ahmedabad,nan,Hybrid,223125.27,62,Ongoing,Not Placed
1019514,2023-07-06,South,Bengaluru,Data Science,Online,101491.44,54,Ongoing,Not Placed
1019515,2020-09-05,nan,Hyderabad,Cyber Security,Online,52898.49,77,Ongoing,Not Placed
1019516,2021-12-11,West,nan,Web Development,Offline,205023.69,99,nan,Placed
1019517,2022-11-12,West,Chennai,Data Science,Online,206990.8,80,nan,Not Eligible
1019518,2022-09-14,Central,Hyderabad,Cyber Security,Offline,200688.43,67,Completed,Not Placed
1019519,2022-05-07,East,Delhi,Python,Online,135483.85,59,Completed,Placed
1019520,2021-10-17,West,Kolkata,Python,Offline,128985.13,62,Dropped,Not Eligible
1019521,2021-06-28,Central,Bengaluru,nan,Online,184715.11,85,Completed,Placed
1019522,2020-06-27,West,Mumbai,Web Development,Hybrid,81533.99,59,Completed,Not Eligible
1019523,2021-07-08,North,Bengaluru,Web Development,Online,42096.95,91,Ongoing,Not Eligible
1019524,2022-01-04,North,Mumbai,Python,Online,212660.59,81,nan,Not Placed
1019525,2020-08-04,nan,Hyderabad,Web Development,Online,137635.15,84,nan,Not Placed
1019526,2022-01-09,nan,Delhi,Python,Offline,170694.29,91,Dropped,Placed
1019527,2022-03-24,South,Delhi,Cloud Computing,Offline,22854.17,45,Ongoing,Placed
1019528,2023-09-03,South,Delhi,Web Development,Online,100527.28,,Completed,Not Eligible
1019529,2023-01-09,nan,Chennai,Data Science,Hybrid,23280.06,78,nan,Not Eligible
1019530,2023-02-02,nan,Mumbai,Python,Online,32232.88,42,Completed,Not Eligible
1019531,2023-02-05,nan,Bengaluru,Data Science,Offline,72234.95,99,Completed,Not Eligible
1019532,2022-07-13,Central,Ahmedabad,AI/ML,Online,20952.02,65,Completed,Placed
1019533,2023-07-02,South,Hyderabad,Python,Offline,190201.22,97,Completed,nan
1019534,2022-02-05,West,Hyderabad,Web Development,Offline,161568.56,53,Ongoing,Not Eligible
1019535,2022-12-08,nan,Bengaluru,Web Development,Hybrid,114317.47,51,nan,Placed
1019536,2022-01-12,Central,Ahmedabad,AI/ML,Hybrid,145238.61,80,Ongoing,Placed
1019537,2020-07-07,West,Chennai,Cloud Computing,Offline,218810.2,51,nan,Placed
1019538,2023-01-27,East,Delhi,Python,Online,79486.45,41,Dropped,Placed
1019539,2022-09-21,North,Kolkata,Python,Online,48208.25,60,nan,Placed
1019540,2020-08-13,nan,Ahmedabad,Python,Hybrid,113829.97,63,Dropped,Placed
1019541,2022-07-12,Central,Kolkata,Python,Online,198967.7,76,Ongoing,Not Placed
1019542,2022-05-25,nan,nan,Python,Hybrid,57808.79,74,Completed,Placed
1019543,2023-03-24,North,nan,Data Science,Online,121584.83,,Dropped,Not Placed
1019544,2022-11-17,North,Bengaluru,Data Science,Online,212329.83,70,Dropped,Not Eligible
1019545,2020-11-16,North,Kolkata,Cyber Security,Online,19977.27,41,Ongoing,Not Eligible
1019546,2020-11-04,East,Mumbai,Web Development,Offline,19596.24,72,Completed,Placed
1019547,2022-02-14,nan,nan,AI/ML,Hybrid,29529.24,51,Ongoing,Not Eligible
1019548,2022-01-28,nan,Hyderabad,AI/ML,Offline,24544.13,88,Ongoing,Placed
1019549,2022-03-15,Central,Kolkata,Cyber Security,Online,115380.36,,Ongoing,Not Placed
1019550,2021-03-17,South,Bengaluru,Data Science,Offline,124120.79,87,Dropped,Not Eligible
1019551,2022-10-07,nan,Pune,nan,Online,152714.28,68,Completed,Not Eligible
1019552,2023-07-20,West,Pune,Data Science,Offline,90877.75,95,Dropped,Not Placed
1019553,2021-02-08,East,Mumbai,Cyber Security,Offline,161226.16,64,Completed,Not Eligible
1019554,2020-11-15,South,nan,Python,Online,99422.67,83,Ongoing,Not Placed
1019555,2023-06-22,nan,Hyderabad,Python,Offline,206173.29,,Completed,nan
1019556,2020-06-06,Central,Pune,AI/ML,Hybrid,29562.6,89,Completed,nan
1019557,2023-08-09,Central,Mumbai,Web Development,Offline,150554.19,62,Dropped,Not Placed
1019558,2023-02-03,East,Kolkata,AI/ML,Offline,241475.65,99,Ongoing,Placed
1019559,2021-08-11,South,Mumbai,Python,Offline,219236.53,72,Ongoing,Placed
1019560,2020-10-31,nan,Mumbai,Cyber Security,Online,182739.44,41,nan,Not Placed
1019561,2022-05-27,nan,Chennai,Web Development,Hybrid,130541.37,69,nan,Not Placed
1019562,2020-06-29,South,Chennai,Data Science,Offline,43680.03,56,nan,Placed
1019563,2021-04-02,Central,Kolkata,Web Development,Online,195362.5,,Ongoing,Not Placed
1019564,2021-08-24,North,Pune,Python,Online,228604.36,43,Ongoing,Placed
1019565,2021-10-18,West,Kolkata,Python,Hybrid,211916.79,43,Ongoing,Not Placed
1019566,2021-10-20,nan,Ahmedabad,Python,Online,237930.45,94,Completed,Not Placed
1019567,2021-12-22,West,Pune,Cloud Computing,Offline,101983.89,94,nan,Not Eligible
1019568,2023-08-06,South,Chennai,Data Science,Online,115586.31,95,Ongoing,Not Placed
1019569,2020-12-16,North,Pune,nan,Offline,82025.06,61,nan,Placed
1019570,2022-04-04,East,nan,Python,Online,98513.11,91,Completed,Not Placed
1019571,2022-06-10,nan,Delhi,Python,Hybrid,237942.81,67,Dropped,Not Eligible
1019572,2022-08-15,South,Mumbai,Data Science,Offline,178428.47,79,Completed,Placed
1019573,2022-05-01,North,Bengaluru,Cyber Security,Offline,35111.28,65,Ongoing,Not Eligible
1019574,2020-07-21,North,Ahmedabad,AI/ML,Hybrid,240692.55,47,Completed,Not Eligible
1019575,2021-11-07,South,Kolkata,Python,Hybrid,203114.54,99,Completed,Not Placed
1019576,2023-07-22,nan,Kolkata,Data Science,Online,65045.58,79,Completed,Placed
1019577,2020-06-10,North,Pune,Python,Hybrid,34532.97,62,Completed,Not Eligible
1019578,2022-02-22,Central,Delhi,Data Science,Offline,68926.04,,Dropped,Not Eligible
1019579,2020-10-28,East,Ahmedabad,Web Development,Online,242565.44,54,Completed,Not Placed
1019580,2021-12-14,West,Delhi,Data Science,Hybrid,237804.6,93,Dropped,nan
1019581,2023-05-14,West,Bengaluru,Data Science,Offline,197475.67,91,Ongoing,Not Placed
1019582,2021-10-14,nan,nan,Web Development,Online,30358.75,93,Completed,Not Placed
1019583,2021-04-19,Central,Chennai,AI/ML,Offline,10616.41,48,Completed,Placed
1019584,2023-04-23,West,Delhi,Web Development,Online,42492.35,61,Ongoing,Not Placed
1019585,2023-03-20,South,Chennai,Python,Offline,12486.87,74,Dropped,Not Eligible
1019586,2022-09-10,nan,nan,Cyber Security,Online,158899.21,100,Ongoing,Not Placed
1019587,2022-04-27,North,Delhi,AI/ML,Online,241621.98,63,Completed,nan
1019588,2022-12-01,Central,Delhi,Cloud Computing,Online,221354.84,98,Ongoing,Not Placed
1019589,2022-01-26,South,Delhi,Python,Offline,104901.95,76,Completed,Not Placed
1019590,2021-03-11,Central,Pune,Cyber Security,Online,237972.5,48,Completed,Not Eligible
1019591,2020-12-09,North,Ahmedabad,Data Science,Offline,141913.43,60,Ongoing,nan
1019592,2021-06-09,Central,nan,Cloud Computing,Online,217793.92,68,Ongoing,Not Eligible
1019593,2021-11-19,nan,Mumbai,AI/ML,Offline,143294.34,88,Ongoing,Not Placed
1019594,2020-08-25,Central,Pune,Python,Online,42894.51,41,Completed,Not Placed
1019595,2021-02-18,North,Delhi,nan,Online,228175.62,96,Completed,Placed
1019596,2021-08-30,West,Delhi,Cloud Computing,Online,214388.45,56,Completed,Placed
1019597,2022-06-15,nan,Pune,nan,Offline,19907.64,88,Ongoing,Not Eligible
1019598,2023-04-17,Central,Chennai,AI/ML,Offline,153225.14,56,Ongoing,nan
1019599,2021-07-24,Central,Bengaluru,nan,Online,173289.59,85,Completed,Placed
1019600,2021-12-07,North,Hyderabad,Data Science,Hybrid,98001.83,72,Completed,Not Placed
1019601,2022-11-09,nan,Pune,AI/ML,Offline,38018.77,72,Ongoing,Not Placed
1019602,2023-02-02,North,Chennai,Python,Offline,180273.39,76,nan,Placed
1019603,2023-04-15,Central,Delhi,AI/ML,Offline,223057.21,59,nan,Not Placed
1019604,2020-10-17,West,nan,AI/ML,Online,189387.85,70,Completed,Not Placed
1019605,2021-03-21,Central,Ahmedabad,Python,Offline,93036.25,74,nan,nan
1019606,2021-09-11,South,Delhi,AI/ML,Offline,7623.72,95,Dropped,Not Placed
1019607,2022-03-03,West,Mumbai,AI/ML,Offline,159336.37,97,Ongoing,Not Placed
1019608,2021-08-02,West,Pune,Cyber Security,Online,137984.08,82,Ongoing,Placed
1019609,2020-07-31,South,Mumbai,AI/ML,Offline,178832.91,69,Completed,Not Eligible
1019610,2020-09-03,West,nan,AI/ML,Online,182694.8,99,nan,Not Eligible
1019611,2020-07-07,Central,Hyderabad,nan,Online,193672.91,48,Dropped,Not Placed
1019612,2021-10-26,West,Kolkata,AI/ML,Online,138486.58,89,Completed,Placed
1019613,2021-01-13,East,Bengaluru,nan,Offline,176486.88,98,Dropped,Not Placed
1019614,2023-01-03,nan,Bengaluru,Cloud Computing,Online,188003.27,48,Ongoing,Not Placed
1019615,2023-03-30,West,nan,Data Science,Hybrid,29752.96,81,Dropped,Not Placed
1019616,2021-02-21,South,Bengaluru,AI/ML,Online,152001.46,54,Dropped,Placed
1019617,2021-05-18,East,Kolkata,AI/ML,Online,43732.65,76,Ongoing,Not Placed
1019618,2022-09-11,nan,Ahmedabad,Data Science,Offline,54235.43,86,Ongoing,Not Eligible
1019619,2020-06-12,North,Kolkata,Python,Online,198133.44,42,Completed,Placed
1019620,2021-04-03,East,nan,Web Development,Hybrid,30068.58,92,Ongoing,Not Placed
1019621,2022-04-11,North,Hyderabad,Web Development,Online,175091.71,72,Ongoing,Not Placed
1019622,2021-10-16,nan,Mumbai,Data Science,Hybrid,43074.54,76,Ongoing,Placed
1019623,2023-03-28,South,Ahmedabad,Cloud Computing,Offline,87078.89,47,Completed,Placed
1019624,2022-01-07,West,Pune,Data Science,Online,233019.12,54,Completed,Not Eligible
1019625,2021-11-17,North,Mumbai,AI/ML,Offline,221360.69,53,nan,Not Eligible
1019626,2022-08-15,North,Ahmedabad,Data Science,Offline,11630.18,93,Completed,Not Placed
1019627,2023-04-01,West,nan,Web Development,Offline,37655.25,50,nan,nan
1019628,2021-04-09,nan,Hyderabad,Data Science,Offline,187836.76,55,Dropped,Not Eligible
1019629,2021-02-08,nan,nan,Web Development,Online,32289.02,84,Dropped,Not Placed
1019630,2021-10-17,East,Hyderabad,Cyber Security,Online,233836.16,98,Completed,Placed
1019631,2021-06-20,East,Delhi,AI/ML,Offline,233673.42,53,Dropped,Placed
1019632,2021-09-03,North,Kolkata,Python,Offline,182491.65,97,Completed,nan
1019633,2021-07-29,West,Delhi,Python,Hybrid,107095.74,83,Completed,Placed
1019634,2021-04-09,nan,Kolkata,Web Development,Online,24555.66,48,Completed,nan
1019635,2021-05-18,West,Chennai,Data Science,Offline,48558.31,65,Ongoing,Not Eligible
1019636,2021-09-21,North,Ahmedabad,AI/ML,Online,227623.53,45,Dropped,Not Placed
1019637,2021-05-07,East,Mumbai,Web Development,Online,170820.71,41,Ongoing,Not Placed
1019638,2021-05-06,South,Chennai,nan,Online,204922.47,44,nan,Placed
1019639,2022-08-03,North,Kolkata,Web Development,Online,246329.57,82,Ongoing,Not Eligible
1019640,2021-02-24,West,Pune,Cyber Security,Offline,79211.46,60,Completed,Not Placed
1019641,2021-06-19,nan,Bengaluru,Cyber Security,Offline,125448.2,63,Dropped,Not Eligible
1019642,2020-11-30,Central,nan,AI/ML,Online,139211.85,63,Ongoing,Not Eligible
1019643,2023-05-16,North,nan,Python,Offline,61760.29,56,Completed,Not Eligible
1019644,2022-09-22,South,Pune,Cyber Security,Online,218261.05,77,Ongoing,Placed
1019645,2021-05-28,North,Ahmedabad,Cyber Security,Online,13374.19,72,Ongoing,Placed
1019646,2021-11-14,nan,Ahmedabad,Cloud Computing,Hybrid,176737.56,92,Ongoing,Not Placed
1019647,2022-08-13,Central,Chennai,nan,Hybrid,232641.08,50,Ongoing,Not Placed
1019648,2023-01-12,East,Bengaluru,Data Science,Offline,173097.25,83,Completed,Placed
1019649,2023-04-04,nan,Bengaluru,Web Development,Online,94808.93,56,Ongoing,Not Placed
1019650,2022-09-12,nan,nan,Python,Offline,92209.28,69,Dropped,Not Placed
1019651,2023-02-21,Central,Ahmedabad,Python,Offline,168624.8,76,nan,Not Eligible
1019652,2022-03-14,East,Chennai,nan,Online,144098.2,90,Dropped,nan
1019653,2021-10-31,Central,Hyderabad,Python,Online,153797.45,97,Ongoing,Placed
1019654,2022-03-30,North,Kolkata,Python,Hybrid,175467.24,66,Ongoing,Placed
1019655,2023-07-30,Central,Hyderabad,Python,Online,222124.71,77,Ongoing,Not Eligible
1019656,2023-05-28,Central,Kolkata,Cyber Security,Offline,172059.36,51,Completed,Not Placed
1019657,2020-06-10,South,Bengaluru,AI/ML,Online,73175.5,58,Ongoing,Not Placed
1019658,2021-09-13,nan,Bengaluru,nan,Online,61121.27,54,Completed,Placed
1019659,2022-03-14,nan,Ahmedabad,Web Development,Online,241852.66,84,Completed,Not Placed
1019660,2020-12-28,West,Ahmedabad,Cyber Security,Online,169718.21,67,Ongoing,Not Placed
1019661,2020-11-06,nan,Kolkata,Data Science,Hybrid,163652.37,57,Ongoing,Placed
1019662,2022-11-08,South,Mumbai,Python,Online,179453.89,90,Ongoing,Placed
1019663,2021-02-14,South,Mumbai,Python,Online,32901.07,65,Ongoing,nan
1019664,2020-08-18,North,nan,AI/ML,Offline,55364,74,Ongoing,Placed
1019665,2022-10-01,South,Pune,Web Development,Hybrid,210004.96,43,Completed,Placed
1019666,2020-10-02,East,Pune,AI/ML,Hybrid,206934.27,86,Ongoing,Not Eligible
1019667,2020-12-17,South,Delhi,Data Science,Online,135040.62,71,Completed,Not Placed
1019668,2021-05-05,nan,Pune,Cyber Security,Offline,213425.03,47,Dropped,Placed
1019669,2021-10-05,West,Hyderabad,AI/ML,Offline,143217.12,70,Ongoing,Placed
1019670,2020-07-28,nan,Delhi,Python,Offline,129237.37,63,Ongoing,Not Eligible
1019671,2023-08-06,West,Delhi,Cloud Computing,Offline,144825.3,69,Ongoing,Not Eligible
1019672,2022-09-14,nan,nan,Data Science,Online,73616.65,59,Ongoing,Not Placed
1019673,2023-04-18,North,Mumbai,Web Development,Hybrid,233001.12,80,Ongoing,Not Placed
1019674,2020-09-12,Central,Delhi,Cyber Security,Offline,123001.66,84,Completed,Not Placed
1019675,2021-11-29,West,Pune,Data Science,Offline,28753.88,44,Ongoing,nan
1019676,2021-10-22,Central,Kolkata,nan,Offline,248125.24,,Ongoing,Placed
1019677,2022-05-12,East,Delhi,Web Development,Offline,130874.82,50,Dropped,Not Eligible
1019678,2021-02-19,nan,nan,Cyber Security,Offline,239269.67,86,Completed,Not Placed
1019679,2022-04-12,Central,Kolkata,Cyber Security,Online,87446.86,43,nan,Not Eligible
1019680,2021-12-24,West,Chennai,Python,Online,117825.57,65,Dropped,nan
1019681,2021-09-03,South,Delhi,Web Development,Offline,11506.86,66,Dropped,Not Placed
1019682,2020-09-25,North,Ahmedabad,Cyber Security,Online,136473.69,81,Ongoing,Not Eligible
1019683,2021-10-06,South,Chennai,Web Development,Online,146444.28,100,Dropped,Placed
1019684,2021-04-20,East,Kolkata,Python,Hybrid,110870.47,58,Dropped,Placed
1019685,2020-06-11,East,Mumbai,Web Development,Online,34844.19,46,Dropped,Not Placed
1019686,2021-05-03,nan,nan,Cyber Security,Offline,114040.17,51,Dropped,Not Eligible
1019687,2022-09-26,East,Ahmedabad,Data Science,Hybrid,198986.7,61,Dropped,Not Placed
1019688,2021-07-01,North,Pune,Web Development,Offline,73532.02,95,Dropped,Placed
1019689,2022-08-04,East,Chennai,Python,Online,246075.89,59,Ongoing,nan
1019690,2022-05-27,nan,Delhi,Python,Online,200065.14,55,Dropped,Not Eligible
1019691,2021-03-06,nan,Pune,Web Development,Offline,88503.58,78,Ongoing,Placed
1019692,2021-09-28,North,Ahmedabad,Cyber Security,Hybrid,143235.84,71,Ongoing,Placed
1019693,2022-06-14,nan,Kolkata,Python,Online,94148.79,74,Completed,Placed
1019694,2021-02-26,nan,nan,Web Development,Hybrid,132002.69,63,Dropped,Placed
1019695,2022-09-06,Central,Ahmedabad,Cloud Computing,Online,37902.5,88,Dropped,nan
1019696,2021-06-02,Central,Ahmedabad,nan,Online,185819.6,72,Ongoing,Placed
1019697,2023-02-27,South,nan,Web Development,Offline,248869.08,55,Ongoing,Placed
1019698,2021-06-28,West,Pune,Web Development,Offline,46251.58,61,Completed,Placed
1019699,2020-07-16,nan,Pune,AI/ML,Offline,88237.17,83,Ongoing,Not Eligible
1019700,2023-03-03,South,Bengaluru,Data Science,Hybrid,68372.58,94,Completed,Not Eligible
1019701,2021-07-08,Central,Chennai,nan,Hybrid,85358.18,,Completed,Placed
1019702,2020-12-02,East,Hyderabad,Web Development,Offline,37502.13,90,Completed,Not Placed
1019703,2023-04-25,nan,Kolkata,Data Science,Offline,108203.92,76,Ongoing,Not Placed
1019704,2020-09-11,East,Ahmedabad,Data Science,Hybrid,21144.47,70,Ongoing,Not Placed
1019705,2020-12-01,West,Ahmedabad,Cyber Security,Hybrid,61855.72,93,Completed,Not Placed
1019706,2021-09-19,North,Hyderabad,AI/ML,Online,44615.04,84,Ongoing,Not Placed
1019707,2020-10-13,South,Bengaluru,Cloud Computing,Offline,79816.36,76,Completed,Not Eligible
1019708,2023-03-29,nan,Bengaluru,Data Science,Online,66492.56,47,Ongoing,Placed
1019709,2021-04-09,West,Delhi,Data Science,Offline,220742.83,41,Completed,Not Eligible
1019710,2021-01-19,East,Bengaluru,Python,Hybrid,40627.84,88,Completed,Not Placed
1019711,2022-06-16,nan,Hyderabad,Web Development,Offline,105220.24,89,Ongoing,Not Placed
1019712,2020-07-01,North,Pune,Python,Online,202916.41,77,Ongoing,Placed
1019713,2023-01-19,South,Pune,Cyber Security,Hybrid,118663.48,66,Completed,Not Placed
1019714,2022-03-26,North,Ahmedabad,Python,Online,153840.72,52,Ongoing,Not Placed
1019715,2020-08-08,North,Delhi,Data Science,Online,147510.3,69,Ongoing,Placed
1019716,2022-02-24,nan,Hyderabad,nan,Offline,214275.38,90,Completed,nan
1019717,2023-01-03,Central,Ahmedabad,Cloud Computing,Online,204849.87,75,nan,Not Placed
1019718,2023-04-24,North,Chennai,nan,Online,22702.02,99,Ongoing,Placed
1019719,2022-07-19,North,Mumbai,Web Development,Hybrid,175936.38,76,Ongoing,Not Eligible
1019720,2022-09-23,Central,Chennai,Data Science,Offline,142340.42,56,Ongoing,Placed
1019721,2022-11-12,nan,Chennai,Cloud Computing,Hybrid,12873.25,79,Ongoing,nan
1019722,2022-10-14,East,nan,nan,Hybrid,63162.42,43,Ongoing,Not Placed
1019723,2021-06-08,West,Ahmedabad,Data Science,Offline,62931.67,45,Dropped,Not Eligible
1019724,2020-06-21,North,Kolkata,Data Science,Online,242055.16,61,Completed,nan
1019725,2022-08-18,North,Ahmedabad,Python,Offline,10223.3,81,Ongoing,Placed
1019726,2020-11-06,Central,Ahmedabad,Web Development,Online,187230.12,40,Dropped,Placed
1019727,2021-01-05,North,Kolkata,Web Development,Online,151260.84,42,Ongoing,Placed
1019728,2020-06-03,North,Ahmedabad,Data Science,Offline,102478.26,76,nan,Not Placed
1019729,2022-11-13,North,Chennai,Web Development,Offline,194335.34,81,Ongoing,Not Placed
1019730,2022-04-16,nan,Ahmedabad,Web Development,Online,84955.29,47,Completed,Not Eligible
1019731,2021-06-20,Central,Delhi,AI/ML,Hybrid,215550.16,81,Ongoing,Placed
1019732,2020-08-21,East,Delhi,AI/ML,Online,12890.72,61,Ongoing,Not Placed
1019733,2022-05-26,North,Mumbai,Cloud Computing,Online,188281.73,53,Ongoing,nan
1019734,2020-10-29,East,Pune,Python,Online,180540.85,68,Ongoing,Not Placed
1019735,2021-06-01,nan,Kolkata,Python,Offline,81255.12,90,Dropped,Not Eligible
1019736,2021-04-24,nan,Hyderabad,Cloud Computing,Online,68807.63,98,Ongoing,Not Placed
1019737,2021-01-07,South,nan,Web Development,Offline,211331.93,92,Completed,nan
1019738,2023-08-31,South,Hyderabad,Data Science,Offline,178310.77,87,Ongoing,Placed
1019739,2022-08-14,West,nan,Web Development,Offline,94997.8,46,Ongoing,Not Eligible
1019740,2022-08-14,East,Bengaluru,Python,Online,104258.68,54,Dropped,Not Eligible
1019741,2021-11-19,West,Hyderabad,Data Science,Offline,58654.01,72,Ongoing,Not Placed
1019742,2021-11-29,nan,Ahmedabad,AI/ML,Online,106251.2,65,nan,Placed
1019743,2023-06-21,nan,Mumbai,Cyber Security,Offline,169466.17,91,Ongoing,Not Eligible
1019744,2022-07-01,West,Bengaluru,Data Science,Online,113128.53,100,Ongoing,Placed
1019745,2021-04-30,North,Bengaluru,Data Science,Offline,244368.14,79,nan,Not Placed
1019746,2020-06-05,East,Chennai,Data Science,Online,137194.02,100,Completed,Not Eligible
1019747,2021-08-30,West,nan,Python,Offline,243336.17,68,Completed,nan
1019748,2022-10-25,Central,Bengaluru,AI/ML,Hybrid,173757.15,92,nan,Not Eligible
1019749,2021-11-11,West,Ahmedabad,nan,Online,129901.52,93,Ongoing,Placed
1019750,2023-02-04,nan,Delhi,AI/ML,Hybrid,140192.05,69,Completed,Not Eligible
1019751,2022-07-15,East,nan,Cloud Computing,Offline,142270.11,98,Dropped,Placed
1019752,2021-06-30,North,nan,Web Development,Online,77841.73,58,Ongoing,Not Placed
1019753,2020-11-07,South,Delhi,Python,Hybrid,103098.71,61,Completed,Not Eligible
1019754,2022-08-23,nan,Kolkata,Python,Online,59165.25,64,Ongoing,Not Placed
1019755,2023-08-16,North,Kolkata,nan,Offline,116877.31,66,Completed,Not Placed
1019756,2022-10-06,nan,Ahmedabad,AI/ML,Offline,22617.97,97,nan,Placed
1019757,2020-08-26,nan,Ahmedabad,Python,Online,104592.85,54,Ongoing,Not Eligible
1019758,2023-01-15,North,nan,Cloud Computing,Offline,175307.05,,Ongoing,Not Eligible
1019759,2022-05-31,South,Hyderabad,nan,Online,83518.95,55,Ongoing,Not Eligible
1019760,2020-08-26,nan,nan,Python,Offline,192200.24,41,Ongoing,nan
1019761,2021-05-01,West,nan,AI/ML,Online,209651.46,60,Completed,Not Placed
1019762,2021-03-19,West,nan,Data Science,Online,219471.57,83,Ongoing,Not Placed
1019763,2022-11-01,South,Hyderabad,Cloud Computing,Offline,95482.56,69,Ongoing,Placed
1019764,2022-03-25,West,Hyderabad,Web Development,Online,100180.92,65,Completed,Not Eligible
1019765,2021-07-25,nan,Kolkata,nan,Online,222973.79,80,Ongoing,Placed
1019766,2023-02-05,East,Chennai,Data Science,Online,47799.44,74,Completed,Not Eligible
1019767,2023-02-19,West,Pune,AI/ML,Online,9646.74,91,Completed,Placed
1019768,2021-10-04,North,Bengaluru,Cyber Security,Online,180829.74,61,Ongoing,nan
1019769,2021-08-15,Central,Ahmedabad,nan,Offline,76844.04,91,Ongoing,Not Eligible
1019770,2021-07-11,Central,Delhi,Python,Offline,194836.69,61,Completed,nan
1019771,2022-10-21,Central,Kolkata,Web Development,Hybrid,8377.77,70,nan,Placed
1019772,2020-09-20,East,nan,Web Development,Online,79717.92,80,Ongoing,Placed
1019773,2020-06-11,Central,Chennai,nan,Offline,48338.68,75,Ongoing,Placed
1019774,2020-08-13,Central,Mumbai,Cloud Computing,Online,30043.99,,Completed,Not Placed
1019775,2020-10-15,nan,Hyderabad,Web Development,Hybrid,10407.5,53,Completed,Not Placed
1019776,2021-04-30,West,Hyderabad,Data Science,Online,33001.34,51,Ongoing,Placed
1019777,2022-06-16,Central,Mumbai,Python,Hybrid,125854.29,62,Ongoing,Not Placed
